TreeOrder	Order	Family	Genus	ID	Repeat_BUSCOs	Accession	Tech_coarse	Tech_fine	Assembly_Length	Log10_Length	Contig_N50	Log10_N50	BUSCO_Single	BUSCO_Duplicate	BUSCO_Complete	BUSCO_Complete	BUSCO_Fragmented	BUSCO_Missing	"BUSCO_Sum (Single, Dup, Frag, Missing)"	LINEs_bases	LINEs_proportion	SINEs_bases	SINEs_proportion	LTRs_bases	LTRs_proportion	DNA_trans_bases	DNA_trans_proportion	tandem_repeats_bases	tandem_repeats_proportion	other_repeats_bases	other_repeats_proportion	unclassified_bases	unclassified_proportion	unclassified_prop_reps	all_repeats_bases	all_repeats_proportion	assembly_length	unique_low_repeat_bases	unique_low_repeat_proportion	TE_BUSCOs	empties																																					
212	Lepidoptera	Papilionidae	Papilio	69	55	GCA_001298355.1	short	short	278421261	8.44	92238	4.96	95.2	0.7	95.9	0.959	2	2.1	100	12758928	0.0458	3534589	0.0127	1274553	0.0046	4551714	0.0164	3348062	0.0121	22154537	0.0795	16795195	0.0603	0.260723789	64417578	0.231367309	278421261	214003683	0.768632691	YES	55																																					
213	Lepidoptera	Papilionidae	Papilio	104	0	GCA_011763625.1	short	short	402687642	8.6	18540	4.27	59.8	0.4	60.2	0.602	24.9	14.9	100	49651926	0.1233	15602595	0.0388	1846523	0.0046	6165190	0.0153	4418687	0.0111	57767990	0.1434	30533952	0.0758	0.183954028	165986863	0.412197559	402687642	236700779	0.587802441	NO	600																																					
214	Lepidoptera	Papilionidae	Papilio	55	44	GCA_003118335.3	short	short	232528895	8.37	11856	4.07	95.8	1.1	96.9	0.969	1.9	1.2	100	9045407	0.0389	2576745	0.0111	325203	0.0014	2351417	0.0101	2396143	0.0103	26415658	0.1136	10227194	0.044	0.191743948	53337767	0.229366155	232544191	179206424	0.770633845	YES	44																																					
215	Lepidoptera	Papilionidae	Papilio	53	33	GCA_000836215.1	short	short	227005758	8.36	47768	4.68	92.8	0.4	93.2	0.932	3	3.8	100	11367511	0.0501	2213381	0.0098	793248	0.0035	2546887	0.0112	2242498	0.0098	26413047	0.1163	10596549	0.0467	0.188640916	56173121	0.247452406	227005758	170832637	0.752547594	YES	33																																					
216	Lepidoptera	Papilionidae	Papilio	52	48	GCA_013186455.1	short	short	231123043	8.36	20902	4.32	93.6	0.3	93.9	0.939	3.4	2.7	100	11471421	0.0496	4776160	0.0206	400764	0.0017	3275611	0.0142	2231628	0.0096	14964118	0.0647	22240375	0.0963	0.374668904	59360077	0.256833227	231123043	171762966	0.743166773	YES	48																																					
217	Lepidoptera	Papilionidae	Papilio	97	64	GCA_000931545.1	short	short	374815656	8.57	12225	4.09	93.5	0.9	94.4	0.944	2.3	3.3	100	45172508	0.1205	3831807	0.0103	2043669	0.0054	6831273	0.0182	3677612	0.0098	22341979	0.0596	30668938	0.0818	0.267692508	114567786	0.305664356	374815656	260247870	0.694335644	YES	64																																					
218	Lepidoptera	Noctuidae	Mamestra	135	0	GCA_002192655.2	short	short	571307853	8.76	42489	4.63	88.6	0.9	89.5	0.895	6.2	4.3	100	75728535	0.1325	12390676	0.0217	3499726	0.0062	15153170	0.0265	4183631	0.0073	31687095	0.0554	86559907	0.1515	0.377656511	229202740	0.401178772	571323200	342120460	0.598821228	NO	600																																					
219	Lepidoptera	Noctuidae	Busseola	128	0	GCA_007844875.1	short	short	492902852	8.69	2742	3.44	69	0.4	69.4	0.694	18.5	12.1	100	90529868	0.1837	27402939	0.0556	4816066	0.0098	8147911	0.0165	3253474	0.0066	22208448	0.045	89995701	0.1826	0.365309889	246354407	0.499803168	492902852	246548445	0.500196832	NO	600																																					
220	Lepidoptera	Noctuidae	Agrotis	129	98	GCA_004193855.1	short	short	486925161	8.69	820105	5.91	97.1	0.8	97.9	0.979	0.5	1.6	100	52650040	0.1081	16005567	0.0328	5176464	0.0107	10844465	0.0223	3684436	0.0075	24013029	0.0493	78643673	0.1615	0.411708882	191017674	0.392293702	486925161	295907487	0.607706298	YES	98																																					
221	Lepidoptera	Noctuidae	Helicoverpa	90	43	GCA_002156985.1	short	short	337072206	8.53	23479	4.37	97	0.4	97.4	0.974	1.3	1.3	100	10143922	0.0301	8189847	0.0243	1178609	0.0035	2957227	0.0088	2396115	0.007	13268082	0.0393	17262141	0.0512	0.311613813	55395943	0.16434444	337072206	281676263	0.83565556	YES	43																																					
222	Lepidoptera	Noctuidae	Helicoverpa	91	52	GCA_002150865.1	short	short	341147348	8.53	20602	4.31	95.7	1	96.7	0.967	1	2.3	100	12464133	0.0365	8570604	0.0251	1354600	0.004	3135981	0.0092	2370902	0.0069	15390156	0.045	20478254	0.06	0.321153812	63764630	0.186912284	341147348	277382718	0.813087716	YES	52																																					
223	Lepidoptera	Noctuidae	Heliothis	111	0	GCA_002382865.1	long	pacbio	403154403	8.61	19807	4.3	86.8	2.6	89.4	0.894	2.2	8.4	100	16827468	0.0417	10978743	0.0272	2661239	0.0066	10863252	0.0269	3265735	0.008	40975505	0.1016	34685108	0.0861	0.288424737	120257050	0.298290305	403154403	282897353	0.701709695	NO	600																																					
224	Lepidoptera	Noctuidae	Spodoptera	114	97	GCA_002706865.2	short	short	438940887	8.64	68350	4.83	97.6	0.8	98.4	0.984	0.4	1.2	100	43613915	0.0994	18883739	0.043	3478333	0.008	8509675	0.0194	3620188	0.0082	22898365	0.0522	51480279	0.1173	0.337609928	152484494	0.347391866	438940887	286456393	0.652608134	YES	97																																					
225	Lepidoptera	Noctuidae	Spodoptera	127	61	GCA_011064685.1	long	pacbio	486271792	8.69	1129999	6.05	90.1	2.4	92.5	0.925	1.3	6.2	100	44579386	0.0917	15835027	0.0325	5896196	0.0122	10062204	0.0207	5311943	0.011	29450853	0.0605	51097727	0.1051	0.31496441	162233336	0.33362687	486271792	324038456	0.66637313	YES	61																																					
226	Lepidoptera	Noctuidae	Spodoptera	117	97	GCA_011316535.1	long	pacbio	446801326	8.65	3467000	6.54	95.9	1.7	97.6	0.976	0.2	2.2	100	47295597	0.1058	35665749	0.0798	15290142	0.0342	8454578	0.019	4411297	0.01	33456644	0.0748	25815306	0.0577	0.151507777	170389313	0.381353642	446801326	276412013	0.618646358	YES	97																																					
227	Lepidoptera	Noctuidae	Trichoplusia	98	34	GCA_003590095.1	long	pacbio	368211209	8.57	621965	5.79	93.1	4.6	97.7	0.977	0.4	1.9	100	16822440	0.0457	6529436	0.0177	6008116	0.0163	4661095	0.0126	2925557	0.008	24527648	0.0665	20939875	0.0568	0.254081013	82414167	0.223813506	368226961	285812794	0.776186494	YES	34																																					
228	Lepidoptera	Erebidae	Hyphantria	132	115	GCA_003709505.1	short	short	510511702	8.71	152331	5.18	97	0.7	97.7	0.977	0.7	1.6	100	62906389	0.1232	42191199	0.0826	4522571	0.0088	13412294	0.0263	4845265	0.0094	39993246	0.0784	41589621	0.0814	0.198555833	209460585	0.410295365	510511702	301051117	0.589704635	YES	115																																					
229	Lepidoptera	Erebidae	Arctia	136	143	GCA_902825455.1	none	none	577993050	8.76	4251345	6.63	95.1	0.7	95.8	0.958	0.4	3.8	100	119555099	0.2068	12433765	0.0215	11339261	0.0196	22128907	0.0383	6262005	0.0108	38939767	0.0675	49677912	0.086	0.190821766	260336716	0.450414959	577993050	317656334	0.549585041	YES	143																																					
230	Lepidoptera	Lymantriidae	Lymantria	152	263	GCA_004115105.1	short	short	864963299	8.94	15453	4.19	89.8	0.5	90.3	0.903	4.3	5.4	100	243798035	0.2819	24155843	0.0279	8681637	0.01	34859630	0.0403	5132769	0.0059	91932011	0.1062	124488128	0.144	0.233540161	533048053	0.616266671	864963299	331915246	0.383733329	YES	263																																					
231	Lepidoptera	Sphingidae	Hyles	140	271	GCA_009982885.1	long	pacbio	651398004	8.81	7475438	6.87	94.4	3.7	98.1	0.981	0.8	1.1	100	96442941	0.148	53440067	0.082	20235535	0.0311	34681833	0.0532	4783973	0.0074	51428008	0.079	89737568	0.1378	0.255844867	350749925	0.538444519	651413307	300663382	0.461555481	YES	271																																					
232	Lepidoptera	Sphingidae	Manduca	124	59	GCA_014839805.1	long	oxford	470021481	8.67	424948	5.63	92.8	5.1	97.9	0.979	0.7	1.4	100	29421781	0.0626	19391265	0.0412	7735750	0.0165	15869178	0.0338	4365355	0.0093	31584122	0.0672	55206001	0.1175	0.337499761	163573452	0.348012716	470021481	306448029	0.651987284	YES	59																																					
233	Lepidoptera	Saturniidae	Samia	116	179	GCA_014132275.1	long	pacbio	450479495	8.65	21366385	7.33	96.9	0.4	97.3	0.973	1.5	1.2	100	86774721	0.1926	3259277	0.0072	6529804	0.0145	14504304	0.0322	5174639	0.0115	40374882	0.0896	59918467	0.133	0.27671353	216536094	0.480679135	450479495	233943401	0.519320865	YES	179																																					
234	Lepidoptera	Saturniidae	Antheraea	142	178	GCA_014332785.1	long	pacbio	698407906	8.84	64049	4.81	91.5	6	97.5	0.975	0.8	1.7	100	130745188	0.1872	22223803	0.0318	15419800	0.0221	29311995	0.042	5352478	0.0076	85523898	0.1225	95021565	0.1361	0.247710846	383598727	0.549247401	698407906	314809179	0.450752599	YES	178																																					
235	Lepidoptera	Bombycidae	Bombyx	122	2	GCA_014905235.1	none	none	460334017	8.66	12201325	7.09	97.7	1	98.7	0.987	0.1	1.2	100	87759182	0.1906	43456846	0.0944	14205199	0.0309	22407374	0.0487	4291064	0.0094	27842754	0.0605	34672268	0.0753	0.14777128	234634687	0.509705297	460334017	225699330	0.490294703	YES	2																																					
236	Lepidoptera	Bombycidae	Bombyx	107	208	GCA_003987935.1	short	short	398573003	8.6	322127	5.51	93.9	0.6	94.5	0.945	0.3	5.2	100	57018176	0.143	41997039	0.1053	4382322	0.011	20275376	0.0509	3531309	0.0088	24920404	0.0624	29214649	0.0733	0.161104918	181339275	0.454971294	398573003	217233728	0.545028706	YES	208																																					
237	Lepidoptera	Lasiocampidae	Dendrolimus	138	176	GCA_012273795.1	long	pacbio	614070971	8.79	1359888	6.13	94.1	2.3	96.4	0.964	1.2	2.4	100	104927600	0.1709	25804098	0.042	17826947	0.029	22376397	0.0365	6118264	0.0099	57624766	0.0938	119089139	0.194	0.336631365	353767211	0.576101506	614070971	260303760	0.423898494	YES	176																																					
238	Lepidoptera	Geometridae	Operophtera	139	288	GCA_001266575.1	short	short	638207720	8.8	28848	4.46	92	2.5	94.5	0.945	2.8	2.7	100	127304002	0.1995	26383209	0.0413	5989594	0.0093	14089650	0.0221	6398878	0.01	53659954	0.0841	145418827	0.2278	0.38344386	379244114	0.594233041	638207720	258963606	0.405766959	YES	288																																					
239	Lepidoptera	Crambidae	Ostrinia	115	145	GCA_004193835.1	short	short	437279933	8.64	474742	5.68	96.9	1	97.9	0.979	0.6	1.5	100	32315531	0.0739	5092937	0.0116	5696132	0.013	16556444	0.0379	3469988	0.0079	19029919	0.0435	75914654	0.1736	0.480242691	158075605	0.361497506	437279933	279204328	0.638502494	YES	145																																					
240	Lepidoptera	Crambidae	Ostrinia	121	121	GCA_008921685.1	short	short	454916002	8.66	10587	4.02	91.1	1.1	92.2	0.922	3.5	4.3	100	21815404	0.048	3573393	0.0078	1974009	0.0043	7104614	0.0156	2692664	0.0059	15548724	0.0342	51279621	0.1127	0.493128144	103988429	0.228588198	454916002	350927573	0.771411802	YES	121																																					
241	Lepidoptera	Crambidae	Cnaphalocrocis	133	202	GCA_014851415.1	long	pacbio	528450314	8.72	524627	5.72	92.1	2.7	94.8	0.948	1.3	3.9	100	60422364	0.1143	48885525	0.0925	13074914	0.0248	10458870	0.0198	4426112	0.0085	24602960	0.0465	82340895	0.1558	0.337170231	244211640	0.462127912	528450314	284238674	0.537872088	YES	202																																					
242	Lepidoptera	Crambidae	Chilo	150	220	GCA_004000445.1	long	pacbio	824354176	8.92	642389	5.81	94.5	1.9	96.4	0.964	1.2	2.4	100	91096967	0.1105	38804881	0.0471	21719400	0.0263	44368691	0.0539	5884887	0.007	66982161	0.0812	188623170	0.2288	0.412308965	457480157	0.554955831	824354176	366874019	0.445044169	YES	220																																					
243	Lepidoptera	Crambidae	Diatraea	120	0	GCA_014843785.1	short	short	453235217	8.66	14183	4.15	86.5	0.4	86.9	0.869	8.8	4.3	100	32878159	0.0725	14901250	0.0329	8523003	0.0188	15368946	0.0339	4311117	0.0095	36864622	0.0812	96634961	0.2133	0.461304237	209482058	0.462192809	453235217	243753159	0.537807191	NO	600																																					
244	Lepidoptera	Pyralidae	Plodia	99	46	GCA_001368715.1	none	none	381952380	8.58	313003	5.5	97	1.2	98.2	0.982	0.4	1.4	100	19374039	0.0507	17865450	0.0467	3768818	0.0098	3826083	0.01	4414874	0.0116	32430934	0.0848	35575412	0.0932	0.303400511	117255610	0.306990128	381952380	264696770	0.693009872	YES	46																																					
245	Lepidoptera	Pyralidae	Amyelois	108	84	GCA_001186105.1	short	short	406468287	8.61	17697	4.25	96	1.9	97.9	0.979	0.7	1.4	100	49805836	0.1225	9209666	0.0226	4376890	0.0107	5088873	0.0125	3360177	0.0082	31768639	0.0782	22152953	0.0545	0.176148366	125763034	0.309404296	406468287	280705253	0.690595704	YES	84																																					
246	Lepidoptera	Pyralidae	Galleria	125	126	GCA_004355975.1	long	pacbio	483233259	8.68	2885499	6.46	96.7	1.6	98.3	0.983	0.2	1.5	100	77319565	0.16	47752705	0.0988	6517610	0.0135	7778319	0.0161	11330214	0.0234	29463561	0.061	57428618	0.1189	0.241712509	237590592	0.491658637	483242994	245652402	0.508341363	YES	126																																					
247	Lepidoptera	Cosmopterigidae	Hyposmocoma	147	166	GCA_003589595.1	short	short	731440758	8.86	58944	4.77	91.9	1	92.9	0.929	2.4	4.7	100	101350590	0.1386	39987161	0.0547	17215570	0.0235	37636281	0.0515	4741747	0.0064	27508677	0.0375	167468528	0.2289	0.422998004	395908554	0.541272208	731440758	335532204	0.458727792	YES	166																																					
248	Lepidoptera	Gelechiidae	Tuta	154	181	GCA_004799115.1	short	short	906539853	8.96	20713	4.32	63.1	27.8	90.9	0.909	4.5	4.6	100	102193769	0.1127	70283846	0.0775	35771441	0.0394	25429054	0.028	5846640	0.0064	62333086	0.0687	155683969	0.1718	0.340261736	457541805	0.50471229	906539853	448998048	0.49528771	YES	181																																					
249	Lepidoptera	Carposinidae	Carposina	106	195	GCA_014607495.2	long	pacbio	399040036	8.6	2597711	6.41	96.9	0.8	97.7	0.977	0.4	1.9	100	39105666	0.098	6221540	0.0156	14170477	0.0355	19078972	0.0478	2886045	0.0072	37817104	0.0948	75280287	0.1887	0.386925636	194560091	0.487570352	399040036	204479945	0.512429648	YES	195																																					
250	Lepidoptera	Tortricidae	Adoxophyes	123	128	GCA_005406045.1	short	short	469620330	8.67	26229	4.42	94.2	0.9	95.1	0.951	2.4	2.5	100	54386327	0.1159	6403880	0.0136	3213329	0.0068	19620848	0.0418	3232460	0.0069	27668484	0.0589	95791572	0.204	0.455463027	210316900	0.447844539	469620330	259303430	0.552155461	YES	128																																					
251	Lepidoptera	Tortricidae	Cydia	148	238	GCA_003425675.2	long	hi-c	772891954	8.89	823676	5.92	90.1	4.5	94.6	0.946	1.2	4.2	100	73407887	0.0949	29067969	0.0376	18510596	0.0239	31028597	0.0402	5049487	0.0064	40995024	0.053	180691859	0.2338	0.477072428	378751419	0.490044458	772891954	394140535	0.509955542	YES	238																																					
252	Lepidoptera	Gracillariidae	Conopomorpha	131	0	GCA_012932125.1	short	short	497288140	8.7	11353	4.06	63.7	9.1	72.8	0.728	13.4	13.8	100	60167861	0.121	25211826	0.0507	6477204	0.013	7978033	0.0161	3371686	0.0067	36946048	0.0743	98652075	0.1983	0.413107704	238804733	0.480214012	497288140	258483407	0.519785988	NO	600																																					
253	Lepidoptera	Plutellidae	Plutella	88	94	GCA_902505585.1	none	none	330364023	8.52	3011633	6.48	97.1	0.7	97.8	0.978	0.7	1.5	100	37965341	0.1149	9275075	0.0281	14925341	0.0452	15063362	0.0456	3720690	0.0113	12431527	0.0376	47361827	0.1434	0.336512453	140743163	0.426024486	330364023	189620860	0.573975514	YES	94																																					
254	Lepidoptera	Psychidae	Eumeta	144	106	GCA_005406025.1	long	oxford	727118372	8.86	324045	5.51	91.2	1.6	92.8	0.928	1.8	5.4	100	56673453	0.0779	11669782	0.016	9975761	0.0137	55335382	0.0762	8895178	0.0122	62608648	0.0861	117369185	0.1614	0.363904552	322527389	0.443569302	727118372	404590983	0.556430698	YES	106																																					
255	Lepidoptera	Saturniidae	Actias	143	78	GCA_010014465.1	short	short	684275567	8.84	112291	5.05	81.9	8.2	90.1	0.901	2.9	7	100	68744019	0.1005	8450850	0.0123	2289016	0.0034	13701016	0.02	9435813	0.0138	54095601	0.079	64254056	0.0939	0.290781319	220970371	0.322925999	684275567	463305196	0.677074001	YES	78																																					
256	Trichoptera	Stenopsychidae	Stenopsyche	3	85	GCA_008973525.1	long	pacbio	451494475	8.65	1296863	6.11	94.3	2.4	96.7	0.967	1.2	2.1	100	21400485	0.0474	3264	0	649468	0.0014	81906777	0.1814	2851132	0.0063	8214822	0.0182	56148494	0.1244	0.328019144	171174442	0.379128542	451494475	280320033	0.620871458	YES	85																																					
257	Trichoptera	Polycentropodidae	Plectrocnemia	2	60	GCA_009617715.1	long	oxford	396695105	8.6	868980	5.94	96.6	1	97.6	0.976	1	1.4	100	22215857	0.056	1802312	0.0045	2303736	0.0058	38282871	0.0966	7673620	0.0193	2481827	0.0062	75026271	0.1892	0.500888091	149786494	0.37758594	396695105	246908611	0.62241406	YES	60																																					
258	Trichoptera	Hydropsychidae	Hydropsyche	1	24	GCA_009617725.1	long	oxford	229663394	8.36	2190134	6.34	96.3	0.5	96.8	0.968	1.4	1.8	100	2209640	0.0096	1934	0	328054	0.0015	14370537	0.0626	4086091	0.0177	258283	0.0011	23201784	0.1011	0.521900653	44456323	0.193571654	229663394	185207071	0.806428346	YES	24																																					
259	Trichoptera	Limnephilidae	Limnephilus	6	0	GCA_000648945.2	short	short	1369180260	9.14	24277	4.39	81.2	5.2	86.4	0.864	7.3	6.3	100	155225397	0.1134	29268648	0.0214	4651466	0.0034	81197730	0.0593	13453621	0.0098	63471990	0.0463	441223916	0.3222	0.5595789	788492768	0.575886748	1369180260	580687492	0.424113252	NO	600																																					
260	Trichoptera	Glossosomatidae	Glossosoma	4	0	GCA_003347265.1	short	short	604293666	8.78	14418	4.16	83.6	0.9	84.5	0.845	10.5	5	100	86839528	0.1437	26756746	0.0443	372137	0.0006	21180177	0.0351	10290123	0.017	7866437	0.013	105143328	0.174	0.406825104	258448476	0.427686886	604293666	345845190	0.572313114	NO	600																																					
261	Coleoptera	Curculionidae	Dendroctonus	566	12	GCA_000346045.2	short	short	261333785	8.42	10101	4	91.6	5.5	97.1	0.971	1.7	1.2	100	6889085	0.0263	8254	0	2878154	0.011	8309875	0.0318	946816	0.0037	2193224	0.0083	31150079	0.1192	0.594745382	52375487	0.200416058	261333785	208958298	0.799583942	YES	12																																					
262	Coleoptera	Curculionidae	Hypothenemus	559	9	GCA_013372445.1	short	short	162571498	8.21	36294	4.56	91.5	4.3	95.8	0.958	2.2	2	100	1008831	0.0062	2784	0	1576135	0.0097	14958190	0.092	1984507	0.0122	343859	0.0022	16510469	0.1015	0.453774113	36384775	0.223807835	162571498	126186723	0.776192165	YES	9																																					
263	Coleoptera	Curculionidae	Elaeidobius	568	0	GCA_014849505.1	short	short	269635327	8.43	849	2.93	49.7	0.3	50	0.5	31.2	18.8	100	11028677	0.0409	73493	0.0003	687162	0.0026	6662881	0.0247	110524	0.0004	1833709	0.0067	25204647	0.0935	0.552720239	45601093	0.169121359	269635327	224034234	0.830878641	NO	600																																					
264	Coleoptera	Curculionidae	Listronotus	594	0	GCA_014170235.1	long	oxford	1112438712	9.05	120328	5.08	82.2	5.1	87.3	0.873	6.5	6.2	100	93823642	0.0844	4004396	0.0036	19728324	0.0177	183796648	0.1652	9207340	0.0083	28914905	0.0259	480036705	0.4315	0.585759243	819511960	0.736680548	1112438712	292926752	0.263319452	NO	600																																					
265	Coleoptera	Curculionidae	Sitophilus	585	215	GCA_002938485.2	long	pacb_oxford	770550206	8.89	1039787	6.02	96.6	1.9	98.5	0.985	0.4	1.1	100	91054991	0.1182	1789519	0.0023	18916395	0.0246	130013609	0.1687	6771869	0.0088	31302823	0.0405	276482595	0.3589	0.496974278	556331801	0.72199293	770550206	214218405	0.27800707	YES	215																																					
266	Coleoptera	Curculionidae	Rhynchophorus	579	86	GCA_014462685.1	short	short	589385395	8.77	37927	4.58	96.6	2.6	99.2	0.992	0.4	0.4	100	70505082	0.1197	8485377	0.0144	3378949	0.0057	123092077	0.2089	7673352	0.013	19049729	0.0322	70910983	0.1204	0.23395587	303095549	0.514242003	589402552	286307003	0.485757997	YES	86																																					
267	Coleoptera	Chrysomelidae	Ophraella	586	197	GCA_902651945.1	none	none	774411302	8.89	195463	5.29	87	8.5	95.5	0.955	1.8	2.7	100	108310270	0.1398	37943	0	46933490	0.0606	145523704	0.1879	7304756	0.0093	31567606	0.0407	187248804	0.2418	0.355360336	526926573	0.680422111	774411302	247484729	0.319577889	YES	197																																					
